location,date,daily_vaccinations_per_million,people_vaccinated,total_vaccinations
Mexico,2021-02-07,44.0,637681.0,713517.0
Mexico,2021-02-08,47.0,638391.0,717820.0
Mexico,2021-02-09,48.0,0.0,0.0
Mexico,2021-02-10,42.0,640115.0,724707.0
Mexico,2021-02-11,33.0,640115.0,725447.0
Mexico,2021-02-12,28.0,640115.0,726002.0
Mexico,2021-02-13,18.0,640125.0,726313.0
Mexico,2021-02-14,27.0,0.0,0.0
Mexico,2021-02-15,35.0,663484.0,749682.0
Mexico,2021-02-16,213.0,829185.0,915383.0
Mexico,2021-02-17,366.0,958473.0,1058139.0
Mexico,2021-02-18,650.0,0.0,1318055.0
Mexico,2021-02-19,930.0,1155227.0,1574158.0
Mexico,2021-02-20,1020.0,1210886.0,1656304.0
Mexico,2021-02-21,1043.0,1236103.0,1689158.0
Mexico,2021-02-22,1079.0,1277187.0,1733404.0
Mexico,2021-02-23,971.0,1336854.0,1801156.0
Mexico,2021-02-24,924.0,1425395.0,1900784.0
Mexico,2021-02-25,845.0,1562401.0,2088813.0
Mexico,2021-02-26,764.0,1708721.0,2271032.0
Mexico,2021-02-27,797.0,1818034.0,2383411.0
Mexico,2021-02-28,840.0,1889672.0,2455095.0
Mexico,2021-03-01,870.0,1959525.0,2526863.0
Mexico,2021-03-02,858.0,2012853.0,2583435.0
Mexico,2021-03-03,804.0,2043941.0,2633580.0
Mexico,2021-03-04,644.0,0.0,2676035.0
Mexico,2021-03-05,505.0,2128766.0,2731900.0
Mexico,2021-03-06,419.0,2162358.0,2765805.0
Mexico,2021-03-07,371.0,0.0,2793106.0
Mexico,2021-03-08,354.0,2245291.0,2849630.0
Mexico,2021-03-09,567.0,2495067.0,3100868.0
Mexico,2021-03-10,937.0,2882000.0,3488000.0
Mexico,2021-03-11,1233.0,0.0,3800000.0
Mexico,2021-03-12,1396.0,3395671.0,4005131.0
Mexico,2021-03-13,1589.0,3604420.0,4214294.0
Mexico,2021-03-14,1696.0,3730045.0,4339926.0
Mexico,2021-03-15,1705.0,3794719.0,4404608.0
Mexico,2021-03-16,1568.0,0.0,4530784.0
Mexico,2021-03-17,1370.0,4110741.0,4737622.0
Mexico,2021-03-18,1258.0,4300720.0,4947522.0
Mexico,2021-03-19,1296.0,0.0,5186751.0
Mexico,2021-03-20,1365.0,4763347.0,5459014.0
Mexico,2021-03-21,1395.0,4895523.0,5612291.0
Mexico,2021-03-22,1510.0,5046896.0,5781359.0
Mexico,2021-03-23,1531.0,0.0,5926967.0
Mexico,2021-03-24,1515.0,5351319.0,6119298.0
Mexico,2021-03-25,1422.0,5460096.0,6243886.0
Mexico,2021-03-26,1426.0,5675286.0,6487170.0
Mexico,2021-03-27,1388.0,5901505.0,6724789.0
Mexico,2021-03-28,1360.0,0.0,6852596.0
Mexico,2021-03-29,1357.0,6167510.0,7018449.0
Mexico,2021-03-30,1621.0,0.0,7404912.0
Mexico,2021-03-31,1899.0,6905214.0,7851053.0
Mexico,2021-04-01,2198.0,0.0,0.0
Mexico,2021-04-02,2366.0,7586131.0,8644446.0
Mexico,2021-04-03,2481.0,7903660.0,8987190.0
Mexico,2021-04-04,2395.0,7924236.0,9036000.0
Mexico,2021-04-05,2488.0,8113230.0,9287405.0
Mexico,2021-04-06,2490.0,8372272.0,9675517.0
Mexico,2021-04-07,2455.0,8617038.0,10089420.0
Mexico,2021-04-08,2627.0,9232815.0,10642873.0
Mexico,2021-04-09,2567.0,9426179.0,10984869.0
Mexico,2021-04-10,2431.0,9552933.0,11204183.0
Mexico,2021-04-11,2587.0,9673708.0,11395137.0
Mexico,2021-04-12,2649.0,9871026.0,11703164.0
Mexico,2021-04-13,2996.0,10310521.0,12407625.0
Mexico,2021-04-14,3097.0,10581915.0,12912963.0
Mexico,2021-04-15,3048.0,10837356.0,13421708.0
Mexico,2021-04-16,3283.0,11067294.0,13978181.0
Mexico,2021-04-17,3330.0,11196970.0,14240830.0
Mexico,2021-04-18,3260.0,11253761.0,14368074.0
Mexico,2021-04-19,3146.0,11288822.0,14571509.0
Mexico,2021-04-20,2847.0,11449064.0,15003610.0
Mexico,2021-04-21,2813.0,11622868.0,15477517.0
Mexico,2021-04-22,2690.0,11807897.0,15874809.0
Mexico,2021-04-23,2453.0,11961104.0,16214484.0
Mexico,2021-04-24,2379.0,12038498.0,16410034.0
Mexico,2021-04-25,2340.0,12054021.0,16501739.0
Mexico,2021-04-26,2320.0,12096308.0,16687189.0
Mexico,2021-04-27,2214.0,0.0,0.0
Mexico,2021-04-28,2062.0,12235767.0,17357993.0
Mexico,2021-04-29,2022.0,12354467.0,17718806.0
Mexico,2021-04-30,2046.0,12477933.0,18080005.0
Mexico,2021-05-01,2102.0,12572997.0,18326726.0
Mexico,2021-05-02,2160.0,12625860.0,18471669.0
Mexico,2021-05-03,2347.0,12740897.0,18827623.0
Mexico,2021-05-04,2542.0,12984236.0,19340234.0
Mexico,2021-05-05,2844.0,13328238.0,19951121.0
Mexico,2021-05-06,3095.0,13715159.0,20540830.0
Mexico,2021-05-07,3212.0,14021482.0,21008618.0
Mexico,2021-05-08,3182.0,14148207.0,21228359.0
Mexico,2021-05-09,3102.0,14176406.0,21300414.0
Mexico,2021-05-10,2870.0,0.0,0.0
Mexico,2021-05-11,2466.0,14368460.0,21589272.0
Mexico,2021-05-12,2232.0,14673682.0,21986456.0
Mexico,2021-05-13,2054.0,14996844.0,22413285.0
Mexico,2021-05-14,1817.0,0.0,0.0
Mexico,2021-05-15,1852.0,0.0,0.0
Mexico,2021-05-16,2049.0,15454195.0,23168462.0
Mexico,2021-05-17,2037.0,15544106.0,23301884.0
Mexico,2021-05-18,2383.0,0.0,0.0
Mexico,2021-05-19,2453.0,16173646.0,24223297.0
Mexico,2021-05-20,2824.0,16819083.0,24988066.0
Mexico,2021-05-21,3248.0,17386061.0,25626413.0
Mexico,2021-05-22,3545.0,17858127.0,26148948.0
Mexico,2021-05-23,3630.0,18170321.0,26478866.0
Mexico,2021-05-24,3678.0,18338034.0,26655760.0
Mexico,2021-05-25,3500.0,18610667.0,26953788.0
Mexico,2021-05-26,3824.0,19327543.0,27709853.0
Mexico,2021-05-27,3824.0,0.0,0.0
Mexico,2021-05-28,3963.0,20721248.0,29239997.0
Mexico,2021-05-29,4071.0,21259657.0,29861331.0
Mexico,2021-05-30,4184.0,21636247.0,30293682.0
Mexico,2021-05-31,4191.0,21796967.0,30477703.0
Mexico,2021-06-01,4427.0,22043213.0,30990908.0
Mexico,2021-06-02,4499.0,22633460.0,31811931.0
Mexico,2021-06-03,4825.0,23200887.0,32874857.0
Mexico,2021-06-04,4979.0,23730336.0,33779982.0
Mexico,2021-06-05,5041.0,24098361.0,34457602.0
Mexico,2021-06-06,4567.0,24098361.0,34457602.0
Mexico,2021-06-07,4585.0,24224273.0,34658545.0
Mexico,2021-06-08,4579.0,24570319.0,35166248.0
Mexico,2021-06-09,4773.0,25306211.0,36164011.0
Mexico,2021-06-10,3900.0,25465992.0,36430953.0
Mexico,2021-06-11,3513.0,25860841.0,36983641.0
Mexico,2021-06-12,3112.0,26081614.0,37294959.0
Mexico,2021-06-13,3361.0,26251224.0,37521976.0
Mexico,2021-06-14,3449.0,26422800.0,37803462.0
Mexico,2021-06-15,3380.0,26665789.0,38248562.0
Mexico,2021-06-16,2708.0,26886856.0,38633462.0
Mexico,2021-06-17,2986.0,27253174.0,39153336.0
Mexico,2021-06-18,2895.0,27543142.0,39623088.0
Mexico,2021-06-19,3001.0,27753807.0,40031327.0
Mexico,2021-06-20,2968.0,27896212.0,40227974.0
Mexico,2021-06-21,3178.0,28198409.0,40700954.0
Mexico,2021-06-22,3421.0,28590500.0,41368066.0
Mexico,2021-06-23,3863.0,29099499.0,42155839.0
Mexico,2021-06-24,3990.0,29520484.0,42791467.0
Mexico,2021-06-25,4108.0,29847977.0,43369096.0
Mexico,2021-06-26,4082.0,30009547.0,43753814.0
Mexico,2021-06-27,4041.0,30078813.0,43912990.0
Mexico,2021-06-28,4041.0,30385823.0,44385584.0
Mexico,2021-06-29,4107.0,30903150.0,45113218.0
Mexico,2021-06-30,4104.0,31510606.0,45898210.0
Mexico,2021-07-01,4014.0,31960060.0,46451716.0
Mexico,2021-07-02,3922.0,32397097.0,46945511.0
Mexico,2021-07-03,3638.0,0.0,0.0
Mexico,2021-07-04,3602.0,32575554.0,47197494.0
Mexico,2021-07-05,3679.0,33002466.0,47739783.0
Mexico,2021-07-06,3714.0,33691170.0,48499324.0
Mexico,2021-07-07,3624.0,34155903.0,49202252.0
Mexico,2021-07-08,3735.0,34627540.0,49857020.0
Mexico,2021-07-09,3747.0,35065569.0,50362218.0
Mexico,2021-07-10,3978.0,35287821.0,50698518.0
Mexico,2021-07-11,3971.0,35378414.0,50817979.0
Mexico,2021-07-12,3939.0,35728222.0,51331578.0
Mexico,2021-07-13,3824.0,36230549.0,51986413.0
Mexico,2021-07-14,3841.0,36789100.0,52704960.0
Mexico,2021-07-15,3823.0,37307725.0,53342673.0
Mexico,2021-07-16,3896.0,37759104.0,53915023.0
Mexico,2021-07-17,3930.0,38029139.0,54282399.0
Mexico,2021-07-18,4085.0,38222492.0,54542551.0
Mexico,2021-07-19,4141.0,38507285.0,55107724.0
Mexico,2021-07-20,4305.0,39043948.0,55911861.0
Mexico,2021-07-21,4571.0,39725060.0,56872930.0
Mexico,2021-07-22,5381.0,40632434.0,58249143.0
Mexico,2021-07-23,6213.0,41539250.0,59580006.0
Mexico,2021-07-24,6883.0,42180955.0,60558289.0
Mexico,2021-07-25,6956.0,42429051.0,60885690.0
Mexico,2021-07-26,7404.0,43089310.0,61858631.0
Mexico,2021-07-27,8117.0,44188943.0,63313209.0
Mexico,2021-07-28,8353.0,45066028.0,64489596.0
Mexico,2021-07-29,8096.0,45952314.0,65631680.0
Mexico,2021-07-30,7822.0,46866125.0,66712486.0
Mexico,2021-07-31,7454.0,47463637.0,67355342.0
Mexico,2021-08-01,7357.0,47690704.0,67594385.0
Mexico,2021-08-02,6834.0,48095458.0,68089659.0
Mexico,2021-08-03,6046.0,48616734.0,68825948.0
Mexico,2021-08-04,5846.0,49299175.0,69820231.0
Mexico,2021-08-05,5677.0,49994722.0,70808386.0
Mexico,2021-08-06,5420.0,50571586.0,71654978.0
Mexico,2021-08-07,4977.0,0.0,0.0
Mexico,2021-08-08,4977.0,50835215.0,72132661.0
Mexico,2021-08-09,4824.0,51061391.0,72488230.0
Mexico,2021-08-10,4563.0,51404453.0,72986350.0
Mexico,2021-08-11,4334.0,51914599.0,73771750.0
Mexico,2021-08-12,4381.0,52624341.0,74802779.0
Mexico,2021-08-13,4524.0,53298457.0,75780229.0
Mexico,2021-08-14,5147.0,53837225.0,76587422.0
Mexico,2021-08-15,5585.0,54305039.0,77225451.0
Mexico,2021-08-16,5577.0,54532420.0,77573466.0
Mexico,2021-08-17,6337.0,55307523.0,78765073.0
Mexico,2021-08-18,6172.0,55643238.0,79399398.0
Mexico,2021-08-19,5627.0,55928566.0,79933762.0
Mexico,2021-08-20,5071.0,56165373.0,80404167.0
Mexico,2021-08-21,4492.0,56277083.0,80683665.0
Mexico,2021-08-22,4015.0,56409551.0,80886612.0
Mexico,2021-08-23,4059.0,56575083.0,81274760.0
Mexico,2021-08-24,3464.0,56742139.0,81923702.0
Mexico,2021-08-25,3596.0,56925095.0,82678717.0
Mexico,2021-08-26,3838.0,57164235.0,83433577.0
Mexico,2021-08-27,3973.0,57343646.0,84026447.0
Mexico,2021-08-28,4053.0,57440626.0,84379551.0
Mexico,2021-08-29,4017.0,57547462.0,84549082.0
Mexico,2021-08-30,4027.0,57798967.0,84946443.0
Mexico,2021-08-31,3786.0,58008815.0,85375481.0
Mexico,2021-09-01,3473.0,58238589.0,85845792.0
Mexico,2021-09-02,2645.0,58238589.0,85845792.0
Mexico,2021-09-03,3035.0,58749621.0,86793531.0
Mexico,2021-09-04,2889.0,58906303.0,87014220.0
Mexico,2021-09-05,2934.0,59059884.0,87224714.0
Mexico,2021-09-06,3075.0,59334972.0,87750381.0
Mexico,2021-09-07,3529.0,59614774.0,88593229.0
Mexico,2021-09-08,3986.0,0.0,0.0
Mexico,2021-09-09,4958.0,60186714.0,90366606.0
Mexico,2021-09-10,4813.0,60468615.0,91182279.0
Mexico,2021-09-11,5161.0,60759845.0,91720391.0
Mexico,2021-09-12,5325.0,60921470.0,92080595.0
Mexico,2021-09-13,5482.0,61175097.0,92749295.0
Mexico,2021-09-14,5478.0,61407799.0,93588719.0
Mexico,2021-09-15,5115.0,61573170.0,94144251.0
Mexico,2021-09-16,4314.0,61616895.0,94300526.0
Mexico,2021-09-17,4031.0,61886401.0,94858068.0
Mexico,2021-09-18,3894.0,62089019.0,95271399.0
Mexico,2021-09-19,3902.0,62254786.0,95638622.0
Mexico,2021-09-20,3653.0,62466037.0,96080633.0
Mexico,2021-09-21,3514.0,62692366.0,96793184.0
Mexico,2021-09-22,3706.0,62911164.0,97523713.0
Mexico,2021-09-23,4367.0,63125382.0,98282544.0
Mexico,2021-09-24,4428.0,63317849.0,98895325.0
Mexico,2021-09-25,4294.0,63396136.0,99186517.0
Mexico,2021-09-26,4088.0,63473608.0,99366403.0
Mexico,2021-09-27,4154.0,63550739.0,99868671.0
Mexico,2021-09-28,4084.0,63719420.0,100516964.0
Mexico,2021-09-29,4021.0,63913428.0,101190484.0
Mexico,2021-09-30,3838.0,64048979.0,101782415.0
Mexico,2021-10-01,3638.0,0.0,0.0
Mexico,2021-10-02,3791.0,64323090.0,102643418.0
Mexico,2021-10-03,4642.0,0.0,0.0
Mexico,2021-10-04,5139.0,65692031.0,104554441.0
Mexico,2021-10-05,4848.0,0.0,0.0
Mexico,2021-10-06,4529.0,65879194.0,105320232.0
Mexico,2021-10-07,4759.0,66049447.0,106121884.0
Mexico,2021-10-08,4955.0,66225915.0,106730702.0
Mexico,2021-10-09,4947.0,66324955.0,107154354.0
Mexico,2021-10-10,4148.0,66680553.0,107381477.0
Brazil,2021-01-16,0.0,0.0,0.0
Brazil,2021-01-17,1.0,112.0,112.0
Brazil,2021-01-18,3.0,1109.0,1109.0
Brazil,2021-01-19,18.0,11470.0,11470.0
Brazil,2021-01-20,33.0,28543.0,28543.0
Brazil,2021-01-21,128.0,136519.0,136519.0
Brazil,2021-01-22,192.0,245877.0,245877.0
Brazil,2021-01-23,359.0,537774.0,537774.0
Brazil,2021-01-24,404.0,604722.0,604722.0
Brazil,2021-01-25,467.0,700608.0,700608.0
Brazil,2021-01-26,559.0,848883.0,848883.0
Brazil,2021-01-27,735.0,1129885.0,1129885.0
Brazil,2021-01-28,877.0,1450900.0,1450900.0
Brazil,2021-01-29,949.0,1656851.0,1668032.0
Brazil,2021-01-30,978.0,1923813.0,2003211.0
Brazil,2021-01-31,981.0,2046523.0,2074059.0
Brazil,2021-02-01,950.0,2107624.0,2124307.0
Brazil,2021-02-02,964.0,2292551.0,2292551.0
Brazil,2021-02-03,929.0,2521704.0,2521704.0
Brazil,2021-02-04,1083.0,3073057.0,3073057.0
Brazil,2021-02-05,939.0,3074906.0,3074906.0
Brazil,2021-02-06,933.0,3399421.0,3401383.0
Brazil,2021-02-07,988.0,3534004.0,3553681.0
Brazil,2021-02-08,989.0,3579850.0,3605538.0
Brazil,2021-02-09,1020.0,3786591.0,3820207.0
Brazil,2021-02-10,1067.0,4069677.0,4120332.0
Brazil,2021-02-11,890.0,4326075.0,4406835.0
Brazil,2021-02-12,1082.0,4586270.0,4696136.0
Brazil,2021-02-13,1151.0,4946738.0,5125206.0
Brazil,2021-02-14,1124.0,5042713.0,5236943.0
Brazil,2021-02-15,1127.0,5076110.0,5293979.0
Brazil,2021-02-16,1195.0,5324317.0,5609937.0
Brazil,2021-02-17,1177.0,5326007.0,5883539.0
Brazil,2021-02-18,1202.0,5482925.0,6206680.0
Brazil,2021-02-19,1228.0,5640483.0,6535156.0
Brazil,2021-02-20,1127.0,5756361.0,6813168.0
Brazil,2021-02-21,1144.0,5817908.0,6950802.0
Brazil,2021-02-22,1158.0,5857080.0,7028356.0
Brazil,2021-02-23,1126.0,6002873.0,7297061.0
Brazil,2021-02-24,1114.0,6116082.0,7551676.0
Brazil,2021-02-25,1063.0,6202055.0,7799000.0
Brazil,2021-02-26,1046.0,6346769.0,8101787.0
Brazil,2021-02-27,1007.0,6437836.0,8322042.0
Brazil,2021-02-28,990.0,6518628.0,8433568.0
Brazil,2021-03-01,959.0,6542206.0,8465403.0
Brazil,2021-03-02,1031.0,6806293.0,8841027.0
Brazil,2021-03-03,1152.0,7114219.0,9277322.0
Brazil,2021-03-04,1296.0,7417852.0,9739676.0
Brazil,2021-03-05,1380.0,7701146.0,10169160.0
Brazil,2021-03-06,1259.0,0.0,0.0
Brazil,2021-03-07,1210.0,0.0,0.0
Brazil,2021-03-08,1215.0,0.0,0.0
Brazil,2021-03-09,990.0,0.0,0.0
Brazil,2021-03-10,724.0,7851531.0,10362487.0
Brazil,2021-03-11,668.0,8092244.0,10740859.0
Brazil,2021-03-12,654.0,8360366.0,11149530.0
Brazil,2021-03-13,771.0,8512960.0,11362190.0
Brazil,2021-03-14,785.0,8561847.0,11422666.0
Brazil,2021-03-15,1075.0,8919356.0,11895560.0
Brazil,2021-03-16,1312.0,0.0,0.0
Brazil,2021-03-17,1549.0,9451188.0,12682290.0
Brazil,2021-03-18,1517.0,9709526.0,13013331.0
Brazil,2021-03-19,1459.0,9970231.0,13335728.0
Brazil,2021-03-20,1413.0,10099070.0,13479165.0
Brazil,2021-03-21,1428.0,10168973.0,13562176.0
Brazil,2021-03-22,1483.0,10609471.0,14116560.0
Brazil,2021-03-23,1950.0,11559487.0,15209201.0
Brazil,2021-03-24,2177.0,12148769.0,15943964.0
Brazil,2021-03-25,2366.0,12639545.0,16557071.0
Brazil,2021-03-26,2468.0,13053114.0,17032868.0
Brazil,2021-03-27,2697.0,13487207.0,17519083.0
Brazil,2021-03-28,2767.0,13659406.0,17706983.0
Brazil,2021-03-29,2647.0,13988029.0,18082153.0
Brazil,2021-03-30,2012.0,14112509.0,18222559.0
Brazil,2021-03-31,2144.0,14921376.0,19155981.0
Brazil,2021-04-01,2228.0,0.0,0.0
Brazil,2021-04-02,2403.0,16099532.0,20632877.0
Brazil,2021-04-03,2295.0,16377083.0,20956770.0
Brazil,2021-04-04,2245.0,16472281.0,21070128.0
Brazil,2021-04-05,2589.0,17128933.0,21960953.0
Brazil,2021-04-06,3090.0,17791338.0,22850791.0
Brazil,2021-04-07,3366.0,18859274.0,24197996.0
Brazil,2021-04-08,3396.0,19386057.0,24981199.0
Brazil,2021-04-09,3406.0,19886870.0,25735314.0
Brazil,2021-04-10,3733.0,20513828.0,26548845.0
Brazil,2021-04-11,3786.0,20654434.0,26741261.0
Brazil,2021-04-12,3653.0,21080623.0,27432994.0
Brazil,2021-04-13,5308.0,23602070.0,30801723.0
Brazil,2021-04-14,5011.0,24197321.0,31703967.0
Brazil,2021-04-15,4695.0,0.0,0.0
Brazil,2021-04-16,4399.0,0.0,0.0
Brazil,2021-04-17,4064.0,0.0,0.0
Brazil,2021-04-18,4143.0,24350046.0,32947066.0
Brazil,2021-04-19,4221.0,24776701.0,33755229.0
Brazil,2021-04-20,2006.0,24805515.0,33807132.0
Brazil,2021-04-21,1572.0,24918188.0,34058640.0
Brazil,2021-04-22,2010.0,25340967.0,35024957.0
Brazil,2021-04-23,3196.0,26398005.0,37112833.0
Brazil,2021-04-24,3401.0,26687711.0,37730651.0
Brazil,2021-04-25,3391.0,26873143.0,38027113.0
Brazil,2021-04-26,3493.0,27345796.0,38986878.0
Brazil,2021-04-27,4247.0,27920546.0,40168799.0
Brazil,2021-04-28,4636.0,28312000.0,41003659.0
Brazil,2021-04-29,4650.0,28778338.0,41989957.0
Brazil,2021-04-30,3729.0,29149512.0,42698862.0
Brazil,2021-05-01,3542.0,29336953.0,43036179.0
Brazil,2021-05-02,3436.0,29421191.0,43173356.0
Brazil,2021-05-03,3321.0,29865013.0,43962159.0
Brazil,2021-05-04,3408.0,30658945.0,45273825.0
Brazil,2021-05-05,3459.0,31265483.0,46185689.0
Brazil,2021-05-06,3039.0,31504414.0,46542392.0
Brazil,2021-05-07,2788.0,31722544.0,46875460.0
Brazil,2021-05-08,2672.0,0.0,0.0
Brazil,2021-05-09,2689.0,0.0,0.0
Brazil,2021-05-10,2272.0,32101075.0,47365348.0
Brazil,2021-05-11,1949.0,32647725.0,48193472.0
Brazil,2021-05-12,2005.0,33332789.0,49188608.0
Brazil,2021-05-13,2514.0,34092728.0,50308106.0
Brazil,2021-05-14,3483.0,35383566.0,52093242.0
Brazil,2021-05-15,3740.0,35731848.0,52641583.0
Brazil,2021-05-16,3718.0,35801333.0,52771668.0
Brazil,2021-05-17,4178.0,36355939.0,53624328.0
Brazil,2021-05-18,4098.0,36844286.0,54332240.0
Brazil,2021-05-19,3946.0,37376193.0,55098913.0
Brazil,2021-05-20,3773.0,37937840.0,55960152.0
Brazil,2021-05-21,3620.0,0.0,0.0
Brazil,2021-05-22,4293.0,0.0,0.0
Brazil,2021-05-23,5245.0,0.0,0.0
Brazil,2021-05-24,5715.0,0.0,0.0
Brazil,2021-05-25,6281.0,42702699.0,63740557.0
Brazil,2021-05-26,6322.0,43239648.0,64568609.0
Brazil,2021-05-27,6214.0,43727936.0,65268576.0
Brazil,2021-05-28,5952.0,44564785.0,66432341.0
Brazil,2021-05-29,5249.0,44956732.0,66934363.0
Brazil,2021-05-30,4312.0,45079934.0,67088046.0
Brazil,2021-05-31,3537.0,45376214.0,67482730.0
Brazil,2021-06-01,3007.0,45940210.0,68244216.0
Brazil,2021-06-02,2905.0,46498375.0,68919860.0
Brazil,2021-06-03,3379.0,47636424.0,70330300.0
Brazil,2021-06-04,2878.0,48007886.0,70743531.0
Brazil,2021-06-05,3001.0,48576572.0,71429257.0
Brazil,2021-06-06,3073.0,48802098.0,71691137.0
Brazil,2021-06-07,3504.0,0.0,0.0
Brazil,2021-06-08,3690.0,0.0,0.0
Brazil,2021-06-09,3934.0,51465240.0,74812794.0
Brazil,2021-06-10,3712.0,52429219.0,75890097.0
Brazil,2021-06-11,4016.0,53224020.0,76758587.0
Brazil,2021-06-12,4017.0,0.0,0.0
Brazil,2021-06-13,4301.0,54489914.0,78133938.0
Brazil,2021-06-14,4122.0,55226467.0,78906225.0
Brazil,2021-06-15,4337.0,56479200.0,80268207.0
Brazil,2021-06-16,4491.0,57676179.0,81540602.0
Brazil,2021-06-17,5482.0,60066656.0,84102155.0
Brazil,2021-06-18,5763.0,61270446.0,85390996.0
Brazil,2021-06-19,6028.0,62276105.0,86475842.0
Brazil,2021-06-20,5892.0,62741992.0,86960570.0
Brazil,2021-06-21,6306.0,64034871.0,88353063.0
Brazil,2021-06-22,6548.0,0.0,90077011.0
Brazil,2021-06-23,6711.0,67005097.0,91593968.0
Brazil,2021-06-24,5885.0,68185022.0,92917274.0
Brazil,2021-06-25,5889.0,0.0,0.0
Brazil,2021-06-26,6030.0,0.0,0.0
Brazil,2021-06-27,6572.0,71206835.0,96804664.0
Brazil,2021-06-28,5715.0,71291563.0,96913929.0
Brazil,2021-06-29,5842.0,72722360.0,98827485.0
Brazil,2021-06-30,6148.0,0.0,0.0
Brazil,2021-07-01,6584.0,75783345.0,102780096.0
Brazil,2021-07-02,6280.0,0.0,0.0
Brazil,2021-07-03,5976.0,0.0,0.0
Brazil,2021-07-04,5672.0,77653882.0,105301611.0
Brazil,2021-07-05,6673.0,78950076.0,106909223.0
Brazil,2021-07-06,5875.0,79467536.0,107628177.0
Brazil,2021-07-07,6207.0,81134483.0,110101829.0
Brazil,2021-07-08,5806.0,83713097.0,111477691.0
Brazil,2021-07-09,6111.0,85201397.0,112774302.0
Brazil,2021-07-10,6111.0,0.0,0.0
Brazil,2021-07-11,6111.0,86797811.0,114456183.0
Brazil,2021-07-12,5957.0,87883245.0,115832172.0
Brazil,2021-07-13,6260.0,88805948.0,117005229.0
Brazil,2021-07-14,5865.0,90161336.0,118886610.0
Brazil,2021-07-15,6272.0,91336865.0,120873006.0
Brazil,2021-07-16,6027.0,92180046.0,121802482.0
Brazil,2021-07-17,6795.0,93842534.0,123793735.0
Brazil,2021-07-18,6447.0,94082186.0,124113911.0
Brazil,2021-07-19,6058.0,94429515.0,124906515.0
Brazil,2021-07-20,6434.0,95589624.0,126643283.0
Brazil,2021-07-21,6354.0,96240322.0,128405129.0
Brazil,2021-07-22,6382.0,97420756.0,130432227.0
Brazil,2021-07-23,6489.0,98268594.0,131522663.0
Brazil,2021-07-24,5375.0,98514854.0,131845297.0
Brazil,2021-07-25,5243.0,98616846.0,131967387.0
Brazil,2021-07-26,6431.0,100371110.0,134539613.0
Brazil,2021-07-27,6587.0,101534282.0,136509687.0
Brazil,2021-07-28,6326.0,102294772.0,137880754.0
Brazil,2021-07-29,6406.0,103500926.0,140028826.0
Brazil,2021-07-30,5772.0,103597287.0,140169214.0
Brazil,2021-07-31,7105.0,105057816.0,142488679.0
Brazil,2021-08-01,7047.0,0.0,0.0
Brazil,2021-08-02,5354.0,105105405.0,142559470.0
Brazil,2021-08-03,6041.0,106917279.0,145558264.0
Brazil,2021-08-04,6231.0,107980946.0,147214665.0
Brazil,2021-08-05,5550.0,0.0,0.0
Brazil,2021-08-06,6209.0,0.0,149469803.0
Brazil,2021-08-07,6157.0,108567088.0,151711314.0
Brazil,2021-08-08,6986.0,111583449.0,152989038.0
Brazil,2021-08-09,7778.0,0.0,0.0
Brazil,2021-08-10,6592.0,113049759.0,155432167.0
Brazil,2021-08-11,6982.0,114496161.0,157673092.0
Brazil,2021-08-12,7515.0,0.0,0.0
Brazil,2021-08-13,8049.0,0.0,0.0
Brazil,2021-08-14,7838.0,116123404.0,163452602.0
Brazil,2021-08-15,7777.0,119793423.0,164638573.0
Brazil,2021-08-16,9311.0,121838235.0,168157560.0
Brazil,2021-08-17,9560.0,122541955.0,169753003.0
Brazil,2021-08-18,9392.0,123678883.0,171741149.0
Brazil,2021-08-19,9380.0,124755667.0,173650317.0
Brazil,2021-08-20,8754.0,0.0,0.0
Brazil,2021-08-21,8128.0,0.0,0.0
Brazil,2021-08-22,7996.0,126453502.0,176616552.0
Brazil,2021-08-23,6938.0,127635209.0,178551085.0
Brazil,2021-08-24,6659.0,128359705.0,179727882.0
Brazil,2021-08-25,6787.0,129675516.0,181908368.0
Brazil,2021-08-26,8431.0,132202507.0,186279872.0
Brazil,2021-08-27,8677.0,132897426.0,187637417.0
Brazil,2021-08-28,8493.0,0.0,0.0
Brazil,2021-08-29,8308.0,133647690.0,189061012.0
Brazil,2021-08-30,8646.0,134521410.0,191502128.0
Brazil,2021-08-31,9202.0,0.0,0.0
Brazil,2021-09-01,9088.0,136458383.0,195521167.0
Brazil,2021-09-02,7347.0,137246796.0,197285447.0
Brazil,2021-09-03,7062.0,0.0,0.0
Brazil,2021-09-04,7208.0,138001912.0,199146903.0
Brazil,2021-09-05,7780.0,138636322.0,200714744.0
Brazil,2021-09-06,7186.0,139358218.0,202266292.0
Brazil,2021-09-07,6400.0,0.0,0.0
Brazil,2021-09-08,5614.0,140010729.0,203930265.0
Brazil,2021-09-09,5729.0,140609541.0,205866758.0
Brazil,2021-09-10,6727.0,141425785.0,208292584.0
Brazil,2021-09-11,7429.0,142138164.0,210275382.0
Brazil,2021-09-12,6565.0,142257204.0,210549234.0
Brazil,2021-09-13,6904.0,0.0,0.0
Brazil,2021-09-14,7722.0,143732460.0,214665906.0
Brazil,2021-09-15,8466.0,144397444.0,216611648.0
Brazil,2021-09-16,8535.0,145113195.0,218651740.0
Brazil,2021-09-17,7565.0,0.0,0.0
Brazil,2021-09-18,6890.0,145788916.0,220596996.0
Brazil,2021-09-19,7860.0,146354111.0,222322654.0
