location,date,daily_vaccinations_per_million,people_vaccinated,total_vaccinations
World,2020-12-01,0.0,1.0,1.0
World,2020-12-02,0.0,1.0,1.0
World,2020-12-03,0.0,1.0,1.0
World,2020-12-04,0.0,2.0,2.0
World,2020-12-05,0.0,2.0,2.0
World,2020-12-06,0.0,2.0,2.0
World,2020-12-07,0.0,2.0,2.0
World,2020-12-08,0.0,2.0,2.0
World,2020-12-09,0.0,3.0,3.0
World,2020-12-10,0.0,3.0,3.0
World,2020-12-11,0.0,3.0,3.0
World,2020-12-12,0.0,3.0,3.0
World,2020-12-13,2.0,86468.0,86468.0
World,2020-12-14,2.0,86473.0,86473.0
World,2020-12-15,29.0,115692.0,1615692.0
World,2020-12-16,29.0,117994.0,1617994.0
World,2020-12-17,29.0,122181.0,1622181.0
World,2020-12-18,29.0,126167.0,1626167.0
World,2020-12-19,30.0,126954.0,1626954.0
World,2020-12-20,49.0,1280218.0,2780218.0
World,2020-12-21,51.0,1371167.0,2871167.0
World,2020-12-22,24.0,1445053.0,2945053.0
World,2020-12-23,33.0,1949697.0,3449721.0
World,2020-12-24,35.0,2048152.0,3548177.0
World,2020-12-25,36.0,2091878.0,3591903.0
World,2020-12-26,53.0,3068655.0,4568680.0
World,2020-12-27,42.0,3570372.0,5070413.0
World,2020-12-28,47.0,3941110.0,5444841.0
World,2020-12-29,50.0,4213413.0,5718531.0
World,2020-12-30,59.0,5207906.0,6713071.0
World,2020-12-31,118.0,5487118.0,10027252.0
World,2021-01-01,119.0,5606782.0,10146926.0
World,2021-01-02,144.0,7966129.0,12506350.0
World,2021-01-03,146.0,8586236.0,13126461.0
World,2021-01-04,154.0,9395541.0,13947536.0
World,2021-01-05,178.0,10140098.0,15520363.0
World,2021-01-06,178.0,11016618.0,16539285.0
World,2021-01-07,141.0,12177735.0,17783042.0
World,2021-01-08,164.0,13463525.0,19202608.0
World,2021-01-09,211.0,13753734.0,24120939.0
World,2021-01-10,229.0,15735396.0,25754462.0
World,2021-01-11,271.0,18701141.0,28861837.0
World,2021-01-12,265.0,19787742.0,30120464.0
World,2021-01-13,310.0,21020393.0,33604671.0
World,2021-01-14,332.0,22489289.0,36082385.0
World,2021-01-15,356.0,24454844.0,38833932.0
World,2021-01-16,288.0,25290998.0,40001513.0
World,2021-01-17,273.0,25898076.0,40778634.0
World,2021-01-18,245.0,27056291.0,42346474.0
World,2021-01-19,314.0,31272939.0,47450441.0
World,2021-01-20,388.0,33359274.0,54999206.0
World,2021-01-21,398.0,35619643.0,58004902.0
World,2021-01-22,415.0,38560277.0,61713207.0
World,2021-01-23,450.0,41014926.0,64835139.0
World,2021-01-24,480.0,42947981.0,67235190.0
World,2021-01-25,500.0,45068443.0,69921231.0
World,2021-01-26,455.0,46835679.0,72515813.0
World,2021-01-27,519.0,49353714.0,83622065.0
World,2021-01-28,543.0,52273491.0,87923534.0
World,2021-01-29,552.0,55132328.0,92145459.0
World,2021-01-30,564.0,57803076.0,95951793.0
World,2021-01-31,597.0,59925956.0,100147390.0
World,2021-02-01,603.0,61882682.0,103151295.0
World,2021-02-02,604.0,63605492.0,105785158.0
World,2021-02-03,600.0,65996410.0,116693128.0
World,2021-02-04,607.0,69055709.0,121390934.0
World,2021-02-05,609.0,71959577.0,125706634.0
World,2021-02-06,619.0,74855961.0,130085878.0
World,2021-02-07,605.0,77100891.0,133502570.0
World,2021-02-08,611.0,79256224.0,136809530.0
World,2021-02-09,795.0,81631277.0,149602374.0
World,2021-02-10,686.0,84862234.0,154494991.0
World,2021-02-11,690.0,88057582.0,159412886.0
World,2021-02-12,714.0,94344904.0,165070670.0
World,2021-02-13,727.0,97473918.0,170141995.0
World,2021-02-14,733.0,99890710.0,173921726.0
World,2021-02-15,730.0,101970755.0,177056140.0
World,2021-02-16,603.0,105715943.0,182856381.0
World,2021-02-17,604.0,108841985.0,187769195.0
World,2021-02-18,627.0,112618698.0,193993443.0
World,2021-02-19,625.0,118286822.0,199531633.0
World,2021-02-20,617.0,121185625.0,204134417.0
World,2021-02-21,609.0,123205852.0,207478651.0
World,2021-02-22,619.0,125562935.0,211203141.0
World,2021-02-23,597.0,131000762.0,215752243.0
World,2021-02-24,608.0,134670100.0,221285141.0
World,2021-02-25,607.0,138435950.0,227453805.0
World,2021-02-26,623.0,142372023.0,233870000.0
World,2021-02-27,640.0,145679651.0,239438828.0
World,2021-02-28,875.0,148693884.0,255700680.0
World,2021-03-01,899.0,152095605.0,260748741.0
World,2021-03-02,1007.0,159680082.0,271282652.0
World,2021-03-03,1038.0,164598518.0,278522782.0
World,2021-03-04,1081.0,170340272.0,287027428.0
World,2021-03-05,1114.0,176113931.0,295258140.0
World,2021-03-06,1149.0,181178661.0,302761358.0
World,2021-03-07,948.0,184949918.0,307965734.0
World,2021-03-08,983.0,190039941.0,314914228.0
World,2021-03-09,918.0,195050388.0,321899961.0
World,2021-03-10,947.0,201218212.0,330703815.0
World,2021-03-11,943.0,206449619.0,338989506.0
World,2021-03-12,971.0,213333521.0,348791399.0
World,2021-03-13,1018.0,220899926.0,358872162.0
World,2021-03-14,1224.0,224077267.0,375436922.0
World,2021-03-15,1277.0,230976368.0,385331757.0
World,2021-03-16,1302.0,236387869.0,393678003.0
World,2021-03-17,1332.0,243021067.0,404119878.0
World,2021-03-18,1360.0,249834430.0,413969784.0
World,2021-03-19,1406.0,258380988.0,426315876.0
World,2021-03-20,1580.0,265978445.0,445949878.0
World,2021-03-21,1385.0,270008670.0,451785325.0
World,2021-03-22,1496.0,277653312.0,467803282.0
World,2021-03-23,1578.0,285080333.0,480655341.0
World,2021-03-24,1641.0,292964309.0,494574966.0
World,2021-03-25,1758.0,300481209.0,510878952.0
World,2021-03-26,1868.0,309279393.0,529312391.0
World,2021-03-27,1784.0,316367154.0,544287656.0
World,2021-03-28,1877.0,320896647.0,555278809.0
World,2021-03-29,1862.0,327565740.0,570434580.0
World,2021-03-30,1867.0,333650852.0,583547148.0
World,2021-03-31,1959.0,343849827.0,602555337.0
World,2021-04-01,2028.0,352797727.0,622696932.0
World,2021-04-02,2083.0,363082199.0,644117316.0
World,2021-04-03,2063.0,370875137.0,658028017.0
World,2021-04-04,2087.0,377851125.0,670347458.0
World,2021-04-05,2056.0,385709549.0,683789151.0
World,2021-04-06,2108.0,394882522.0,699761919.0
World,2021-04-07,2090.0,405236617.0,717771948.0
World,2021-04-08,2145.0,417497942.0,740946659.0
World,2021-04-09,2138.0,427975263.0,761946715.0
World,2021-04-10,2221.0,438330989.0,780447879.0
World,2021-04-11,2234.0,445988601.0,793479541.0
World,2021-04-12,2320.0,455544250.0,811668127.0
World,2021-04-13,2378.0,466434773.0,830853309.0
World,2021-04-14,2382.0,476661697.0,849074485.0
World,2021-04-15,2293.0,485559018.0,867366427.0
World,2021-04-16,2226.0,493964107.0,884657064.0
World,2021-04-17,2138.0,500831583.0,898314167.0
World,2021-04-18,2156.0,507873180.0,912315997.0
World,2021-04-19,2103.0,515575559.0,927569683.0
World,2021-04-20,1981.0,522255797.0,940036294.0
World,2021-04-21,1982.0,530280292.0,958312524.0
World,2021-04-22,2051.0,538917551.0,980447469.0
World,2021-04-23,2079.0,546752722.0,999262785.0
World,2021-04-24,2071.0,551561267.0,1012454940.0
World,2021-04-25,2165.0,560803465.0,1031642764.0
World,2021-04-26,2192.0,567695992.0,1048419691.0
World,2021-04-27,2321.0,575095083.0,1067987082.0
World,2021-04-28,2444.0,585296186.0,1093026606.0
World,2021-04-29,2485.0,594169671.0,1117457883.0
World,2021-04-30,2604.0,601714211.0,1142804037.0
World,2021-05-01,2640.0,606910219.0,1158002379.0
World,2021-05-02,2512.0,611195696.0,1170096155.0
World,2021-05-03,2455.0,616204644.0,1183776942.0
World,2021-05-04,2441.0,623304912.0,1202527040.0
World,2021-05-05,2344.0,631178960.0,1222240410.0
World,2021-05-06,2333.0,639492410.0,1246090364.0
World,2021-05-07,2360.0,648035147.0,1272880004.0
World,2021-05-08,2445.0,653178583.0,1292774266.0
World,2021-05-09,2504.0,658369462.0,1308145626.0
World,2021-05-10,2674.0,666427546.0,1331205117.0
World,2021-05-11,2785.0,675720631.0,1356023350.0
World,2021-05-12,2907.0,684341267.0,1382487551.0
World,2021-05-13,2964.0,692021250.0,1409464765.0
World,2021-05-14,2956.0,699388590.0,1435848287.0
World,2021-05-15,3024.0,705807992.0,1459445071.0
World,2021-05-16,3163.0,711944561.0,1482518630.0
World,2021-05-17,3237.0,719392481.0,1509670092.0
World,2021-05-18,3289.0,727842363.0,1537331545.0
World,2021-05-19,3310.0,736070852.0,1564966890.0
World,2021-05-20,3446.0,746378278.0,1599428404.0
World,2021-05-21,3515.0,754274842.0,1629630012.0
World,2021-05-22,3586.0,762931421.0,1657098678.0
World,2021-05-23,3585.0,772225143.0,1680150138.0
World,2021-05-24,3618.0,780985598.0,1709084998.0
World,2021-05-25,3839.0,793619247.0,1748979530.0
World,2021-05-26,3992.0,803870016.0,1785018104.0
World,2021-05-27,3970.0,813714717.0,1818269289.0
World,2021-05-28,4035.0,823571265.0,1852057699.0
World,2021-05-29,4118.0,833447459.0,1884122205.0
World,2021-05-30,4226.0,840949532.0,1913117184.0
World,2021-05-31,4371.0,849047302.0,1950049158.0
World,2021-06-01,4359.0,860406113.0,1989250491.0
World,2021-06-02,4426.0,871655068.0,2028975013.0
World,2021-06-03,4470.0,882957436.0,2064654252.0
World,2021-06-04,4569.0,895756426.0,2103942831.0
World,2021-06-05,4559.0,904189397.0,2135422737.0
World,2021-06-06,4519.0,912614368.0,2162232462.0
World,2021-06-07,4414.0,922427571.0,2193389136.0
World,2021-06-08,4319.0,935073823.0,2227307671.0
World,2021-06-09,4317.0,950746450.0,2266971459.0
World,2021-06-10,4380.0,1584669673.0,2306085706.0
World,2021-06-11,4329.0,1596641089.0,2342556038.0
World,2021-06-12,4301.0,1606346464.0,2372514347.0
World,2021-06-13,4337.0,1617058948.0,2401308859.0
World,2021-06-14,4296.0,1627761303.0,2430202729.0
World,2021-06-15,4405.0,1640592408.0,2470148050.0
World,2021-06-16,4442.0,1653172089.0,2511859547.0
World,2021-06-17,4586.0,1669532296.0,2558901329.0
World,2021-06-18,4710.0,1681769989.0,2602175614.0
World,2021-06-19,4840.0,1692455051.0,2639317713.0
World,2021-06-20,4935.0,1703130334.0,2673363767.0
World,2021-06-21,5207.0,1720432970.0,2717243942.0
World,2021-06-22,5280.0,1733341713.0,2761214251.0
World,2021-06-23,5314.0,1746682378.0,2804788232.0
World,2021-06-24,5338.0,1762175938.0,2853181132.0
World,2021-06-25,5349.0,1775049696.0,2897020610.0
World,2021-06-26,5407.0,1787330520.0,2937363525.0
World,2021-06-27,5509.0,1816046982.0,2977034432.0
World,2021-06-28,5411.0,1825638271.0,3015545827.0
World,2021-06-29,5378.0,1839366507.0,3057678970.0
World,2021-06-30,5262.0,1849180449.0,3094852229.0
World,2021-07-01,5256.0,1868664507.0,3142943534.0
World,2021-07-02,5068.0,1876158558.0,3176382541.0
World,2021-07-03,4934.0,1888294168.0,3209335345.0
World,2021-07-04,4717.0,1900641525.0,3237044154.0
World,2021-07-05,4615.0,1914371963.0,3269923555.0
World,2021-07-06,4431.0,1924998283.0,3301943124.0
World,2021-07-07,4369.0,1937958493.0,3335713222.0
World,2021-07-08,4209.0,1955408899.0,3374983016.0
World,2021-07-09,4092.0,1964537605.0,3401973127.0
World,2021-07-10,3988.0,1975087779.0,3429151499.0
World,2021-07-11,3897.0,1984337609.0,3451853036.0
World,2021-07-12,3855.0,1995710204.0,3482420276.0
World,2021-07-13,3890.0,2009553981.0,3516371074.0
World,2021-07-14,3954.0,2023960051.0,3553682627.0
World,2021-07-15,3897.0,2037717779.0,3589815918.0
World,2021-07-16,3998.0,2049925916.0,3622361461.0
World,2021-07-17,4022.0,2060633311.0,3650887895.0
World,2021-07-18,3975.0,2066693080.0,3670949137.0
World,2021-07-19,4030.0,2079736773.0,3704592539.0
World,2021-07-20,4016.0,2092247309.0,3737746270.0
World,2021-07-21,3927.0,2101072003.0,3770142045.0
World,2021-07-22,3996.0,2114600398.0,3810115380.0
World,2021-07-23,4080.0,2125823299.0,3847260197.0
World,2021-07-24,4092.0,2134233189.0,3876479180.0
World,2021-07-25,4216.0,2142296459.0,3903365373.0
World,2021-07-26,4387.0,2159950117.0,3946435841.0
World,2021-07-27,4535.0,2173305828.0,3987731062.0
World,2021-07-28,4706.0,2187005085.0,4029569095.0
World,2021-07-29,4826.0,2202873761.0,4076147527.0
World,2021-07-30,4901.0,2216455306.0,4117414043.0
World,2021-07-31,4967.0,2227007118.0,4150309653.0
World,2021-08-01,5183.0,2241887387.0,4189091098.0
World,2021-08-02,5094.0,2252645748.0,4227222832.0
World,2021-08-03,5365.0,2276165269.0,4283500769.0
World,2021-08-04,5420.0,2293203081.0,4328319125.0
World,2021-08-05,5287.0,2307386815.0,4367586253.0
World,2021-08-06,5230.0,2319072158.0,4405722358.0
World,2021-08-07,5218.0,2330237479.0,4437965705.0
World,2021-08-08,5079.0,2344696107.0,4469045759.0
World,2021-08-09,5154.0,2363662218.0,4511341165.0
World,2021-08-10,4860.0,2378728742.0,4551405467.0
World,2021-08-11,4746.0,2393919819.0,4589932608.0
World,2021-08-12,4625.0,2403822724.0,4622560085.0
World,2021-08-13,4657.0,2421304459.0,4662418925.0
World,2021-08-14,4688.0,2434729831.0,4696390926.0
World,2021-08-15,4602.0,2449421862.0,4722743305.0
World,2021-08-16,4620.0,2468296081.0,4765998356.0
World,2021-08-17,4608.0,2482718699.0,4805400841.0
World,2021-08-18,4586.0,2495502167.0,4842728403.0
World,2021-08-19,4633.0,2507542071.0,4877952092.0
World,2021-08-20,4594.0,2523147591.0,4915680795.0
World,2021-08-21,4520.0,2533932411.0,4945565271.0
World,2021-08-22,4616.0,2544044817.0,4977200405.0
World,2021-08-23,4413.0,2552330936.0,5009236943.0
World,2021-08-24,4503.0,2568699708.0,5053638366.0
World,2021-08-25,4621.0,2585432014.0,5097470295.0
World,2021-08-26,4798.0,3052280914.0,5142457181.0
World,2021-08-27,5022.0,3072140746.0,5192541766.0
World,2021-08-28,5110.0,3084553738.0,5227241617.0
World,2021-08-29,5406.0,3103740126.0,5275183484.0
World,2021-08-30,5477.0,3116285320.0,5311176113.0
World,2021-08-31,5364.0,3129361656.0,5349342840.0
World,2021-09-01,5444.0,3152469710.0,5397576563.0
World,2021-09-02,5221.0,3165672304.0,5430244983.0
World,2021-09-03,4799.0,3175521913.0,5457101301.0
World,2021-09-04,4638.0,3183505097.0,5482927868.0
World,2021-09-05,4332.0,3195949975.0,5513996462.0
World,2021-09-06,4193.0,3230255699.0,5542339491.0
World,2021-09-07,4158.0,3247611227.0,5578549828.0
World,2021-09-08,4003.0,3265778899.0,5618236610.0
World,2021-09-09,4101.0,3289385463.0,5656297126.0
World,2021-09-10,4128.0,3301598012.0,5684655739.0
World,2021-09-11,4285.0,3315417604.0,5719115571.0
World,2021-09-12,4351.0,3331097386.0,5753843941.0
World,2021-09-13,4399.0,3345198457.0,5784837314.0
World,2021-09-14,4264.0,3356623655.0,5813605811.0
World,2021-09-15,4113.0,3370003178.0,5844967540.0
World,2021-09-16,3999.0,3384162013.0,5876759102.0
World,2021-09-17,3915.0,3394089173.0,5900474407.0
World,2021-09-18,4010.0,3422132153.0,5940179606.0
World,2021-09-19,3874.0,3434186823.0,5967377847.0
World,2021-09-20,3805.0,3446620554.0,5994575432.0
World,2021-09-21,3841.0,3461657845.0,6025358142.0
World,2021-09-22,3733.0,3473370649.0,6050734022.0
World,2021-09-23,3794.0,3488049658.0,6085890639.0
World,2021-09-24,3845.0,3500690020.0,6112444772.0
World,2021-09-25,3566.0,3509652234.0,6136731982.0
World,2021-09-26,3435.0,3517668591.0,6156712892.0
World,2021-09-27,3817.0,3543390449.0,6204991824.0
World,2021-09-28,3723.0,3552659791.0,6230603777.0
World,2021-09-29,3807.0,3569025369.0,6260621325.0
World,2021-09-30,3703.0,3581662870.0,6290021191.0
World,2021-10-01,3569.0,3645689862.0,6309178447.0
World,2021-10-02,3498.0,3655331077.0,6329535797.0
World,2021-10-03,3638.0,3669684248.0,6357232813.0
World,2021-10-04,3168.0,3679855739.0,6379625403.0
World,2021-10-05,3305.0,3692845201.0,6412785356.0
World,2021-10-06,3143.0,3701088047.0,6433854361.0
World,2021-10-07,3032.0,3709981189.0,6457152989.0
World,2021-10-08,3236.0,3723885282.0,6487588955.0
World,2021-10-09,3231.0,3732036843.0,6507618070.0
World,2021-10-10,3114.0,3741213224.0,6528893062.0
World,2021-10-11,2974.0,3746847579.0,6543546188.0
Asia,2020-12-15,0.0,0.0,1500000.0
Asia,2020-12-16,0.0,0.0,0.0
Asia,2020-12-17,0.0,0.0,0.0
Asia,2020-12-18,0.0,0.0,0.0
Asia,2020-12-19,0.0,61.0,1500061.0
Asia,2020-12-20,0.0,7442.0,1507442.0
Asia,2020-12-21,1.0,32337.0,1532337.0
Asia,2020-12-22,2.0,76963.0,1576963.0
Asia,2020-12-23,5.0,178790.0,1678790.0
Asia,2020-12-24,8.0,263256.0,1763256.0
Asia,2020-12-25,9.0,302199.0,1802199.0
Asia,2020-12-26,10.0,335804.0,1835804.0
Asia,2020-12-27,13.0,442314.0,1942314.0
Asia,2020-12-28,17.0,580328.0,2082828.0
Asia,2020-12-29,20.0,739123.0,2241623.0
Asia,2020-12-30,22.0,895008.0,2397508.0
Asia,2020-12-31,116.0,1056181.0,5558681.0
Asia,2021-01-01,117.0,1128207.0,5630707.0
Asia,2021-01-02,118.0,1201325.0,5703825.0
Asia,2021-01-03,119.0,1353071.0,5855571.0
Asia,2021-01-04,120.0,1507891.0,6010392.0
Asia,2021-01-05,144.0,1637177.0,6965979.0
Asia,2021-01-06,147.0,1746180.0,7212845.0
Asia,2021-01-07,56.0,1866756.0,7394822.0
Asia,2021-01-08,58.0,1939231.0,7521159.0
Asia,2021-01-09,198.0,1989616.0,12190836.0
Asia,2021-01-10,197.0,2869733.0,12306594.0
Asia,2021-01-11,196.0,2899911.0,12436696.0
Asia,2021-01-12,172.0,2934192.0,12615023.0
Asia,2021-01-13,203.0,2991830.0,13844843.0
Asia,2021-01-14,213.0,3057829.0,14384130.0
Asia,2021-01-15,226.0,3101741.0,14926039.0
Asia,2021-01-16,101.0,3337217.0,15482547.0
Asia,2021-01-17,106.0,3443039.0,15783558.0
Asia,2021-01-18,122.0,3743645.0,16419233.0
Asia,2021-01-19,136.0,4037881.0,17068710.0
Asia,2021-01-20,268.0,4246717.0,22619737.0
Asia,2021-01-21,271.0,4553526.0,23243448.0
Asia,2021-01-22,279.0,5124151.0,24066080.0
Asia,2021-01-23,278.0,5385644.0,24590716.0
Asia,2021-01-24,279.0,5505170.0,24931617.0
Asia,2021-01-25,284.0,6006966.0,25715990.0
Asia,2021-01-26,281.0,6196726.0,26258369.0
Asia,2021-01-27,374.0,6721904.0,34873594.0
Asia,2021-01-28,391.0,7435928.0,36051013.0
Asia,2021-01-29,399.0,8086806.0,37140760.0
Asia,2021-01-30,402.0,8475731.0,37770322.0
Asia,2021-01-31,444.0,8648894.0,39481865.0
Asia,2021-02-01,444.0,9119877.0,40256291.0
Asia,2021-02-02,447.0,9480550.0,40885997.0
Asia,2021-02-03,426.0,9923945.0,48840427.0
Asia,2021-02-04,424.0,10616028.0,49928592.0
Asia,2021-02-05,427.0,11541428.0,51122322.0
Asia,2021-02-06,431.0,12028083.0,51879726.0
Asia,2021-02-07,389.0,12170309.0,52204906.0
Asia,2021-02-08,389.0,12726724.0,53002517.0
Asia,2021-02-09,682.0,13351079.0,63235223.0
Asia,2021-02-10,477.0,14227312.0,64458464.0
Asia,2021-02-11,472.0,14871522.0,65394161.0
Asia,2021-02-12,473.0,18454643.0,66607121.0
Asia,2021-02-13,483.0,19209691.0,67686675.0
Asia,2021-02-14,488.0,19561715.0,68193272.0
Asia,2021-02-15,509.0,20697837.0,69686927.0
Asia,2021-02-16,239.0,21647181.0,71077987.0
Asia,2021-02-17,250.0,22821428.0,72637703.0
Asia,2021-02-18,286.0,24297581.0,74744857.0
Asia,2021-02-19,288.0,25052096.0,76030989.0
Asia,2021-02-20,298.0,26060497.0,77430648.0
Asia,2021-02-21,298.0,26387646.0,77943984.0
Asia,2021-02-22,288.0,27154087.0,79126438.0
Asia,2021-02-23,292.0,30779041.0,80636230.0
Asia,2021-02-24,288.0,31717992.0,82058312.0
Asia,2021-02-25,274.0,32623898.0,83721787.0
Asia,2021-02-26,276.0,33344152.0,85079387.0
Asia,2021-02-27,273.0,33935030.0,86384691.0
Asia,2021-02-28,640.0,34341512.0,98914086.0
Asia,2021-03-01,650.0,35295702.0,100406296.0
Asia,2021-03-02,668.0,36834903.0,102523054.0
Asia,2021-03-03,686.0,38364742.0,104538660.0
Asia,2021-03-04,710.0,40034785.0,106975638.0
Asia,2021-03-05,735.0,41639904.0,109149967.0
Asia,2021-03-06,760.0,42987231.0,111281948.0
Asia,2021-03-07,413.0,43742774.0,112424357.0
Asia,2021-03-08,451.0,45892176.0,115174555.0
Asia,2021-03-09,462.0,47744843.0,117663774.0
Asia,2021-03-10,488.0,49897814.0,120511844.0
Asia,2021-03-11,458.0,50899062.0,121965575.0
Asia,2021-03-12,478.0,52853098.0,124791777.0
Asia,2021-03-13,488.0,54545692.0,127269924.0
Asia,2021-03-14,867.0,55287748.0,140817194.0
Asia,2021-03-15,917.0,58609481.0,145197842.0
Asia,2021-03-16,957.0,61167839.0,149013588.0
Asia,2021-03-17,982.0,63514685.0,152657261.0
Asia,2021-03-18,1040.0,65820218.0,156021482.0
Asia,2021-03-19,1126.0,70027398.0,161653047.0
Asia,2021-03-20,1466.0,72973524.0,175266467.0
Asia,2021-03-21,1085.0,73545149.0,176348011.0
Asia,2021-03-22,1274.0,77513407.0,186932929.0
Asia,2021-03-23,1367.0,80658565.0,193778576.0
Asia,2021-03-24,1454.0,83223802.0,200285048.0
Asia,2021-03-25,1632.0,85998311.0,209467282.0
Asia,2021-03-26,1766.0,89044286.0,219500719.0
Asia,2021-03-27,1599.0,91423186.0,227637288.0
Asia,2021-03-28,1726.0,92029851.0,232884564.0
Asia,2021-03-29,1594.0,93315199.0,239122999.0
Asia,2021-03-30,1594.0,95798341.0,245974510.0
Asia,2021-03-31,1710.0,99857992.0,256290881.0
Asia,2021-04-01,1805.0,104088693.0,268583831.0
Asia,2021-04-02,1873.0,108381582.0,280842897.0
Asia,2021-04-03,1831.0,111537786.0,287603520.0
Asia,2021-04-04,1896.0,115014808.0,294961214.0
Asia,2021-04-05,1949.0,119327430.0,302957036.0
Asia,2021-04-06,2028.0,124267745.0,312386156.0
Asia,2021-04-07,1949.0,128017156.0,320113252.0
Asia,2021-04-08,1957.0,132929358.0,332663692.0
Asia,2021-04-09,1909.0,136761575.0,343347527.0
Asia,2021-04-10,1974.0,140979283.0,352235108.0
Asia,2021-04-11,1956.0,144135337.0,359020252.0
Asia,2021-04-12,2026.0,148504013.0,369297163.0
Asia,2021-04-13,1974.0,151623154.0,377035050.0
Asia,2021-04-14,1994.0,155484395.0,385404323.0
Asia,2021-04-15,1881.0,158496774.0,394248809.0
Asia,2021-04-16,1785.0,161206588.0,401813399.0
Asia,2021-04-17,1699.0,163664389.0,407866426.0
Asia,2021-04-18,1665.0,165744420.0,413560005.0
Asia,2021-04-19,1584.0,168804248.0,421156966.0
Asia,2021-04-20,1522.0,171462086.0,426886653.0
Asia,2021-04-21,1559.0,174446853.0,436475559.0
Asia,2021-04-22,1665.0,177458099.0,448789250.0
Asia,2021-04-23,1663.0,178980451.0,456260932.0
Asia,2021-04-24,1637.0,179609952.0,461465747.0
Asia,2021-04-25,1836.0,184254453.0,473689663.0
Asia,2021-04-26,1900.0,187198472.0,483376254.0
Asia,2021-04-27,2071.0,189686499.0,494695379.0
Asia,2021-04-28,2203.0,193415914.0,508613154.0
Asia,2021-04-29,2252.0,196535561.0,522549178.0
Asia,2021-04-30,2518.0,199090753.0,538722577.0
Asia,2021-05-01,2593.0,200305794.0,546380400.0
Asia,2021-05-02,2415.0,201008109.0,552789907.0
Asia,2021-05-03,2350.0,202523649.0,560348535.0
Asia,2021-05-04,2336.0,205005893.0,571213290.0
Asia,2021-05-05,2188.0,206879185.0,580266587.0
Asia,2021-05-06,2173.0,209439886.0,593702140.0
Asia,2021-05-07,2156.0,211884303.0,609344245.0
Asia,2021-05-08,2309.0,213387224.0,622002436.0
Asia,2021-05-09,2379.0,214417987.0,630714325.0
Asia,2021-05-10,2607.0,217785819.0,645710067.0
Asia,2021-05-11,2752.0,221082672.0,661328761.0
Asia,2021-05-12,2942.0,222914205.0,676614429.0
Asia,2021-05-13,3050.0,225013627.0,693584662.0
Asia,2021-05-14,3073.0,226661977.0,709975380.0
Asia,2021-05-15,3148.0,228383769.0,725098956.0
Asia,2021-05-16,3379.0,229654393.0,741372267.0
Asia,2021-05-17,3509.0,232328239.0,760635050.0
Asia,2021-05-18,3599.0,235112178.0,779190775.0
Asia,2021-05-19,3649.0,237042130.0,796120405.0
Asia,2021-05-20,3829.0,240421540.0,818988030.0
Asia,2021-05-21,3941.0,242445800.0,839052635.0
Asia,2021-05-22,4034.0,245745933.0,857214444.0
Asia,2021-05-23,4035.0,247506596.0,873518053.0
Asia,2021-05-24,4131.0,252169396.0,895914282.0
Asia,2021-05-25,4302.0,255320404.0,920063620.0
Asia,2021-05-26,4557.0,259360779.0,945350884.0
Asia,2021-05-27,4592.0,264330753.0,969382481.0
Asia,2021-05-28,4685.0,267755972.0,992467537.0
Asia,2021-05-29,4846.0,272345778.0,1015924787.0
Asia,2021-05-30,5040.0,275833328.0,1038569100.0
Asia,2021-05-31,5183.0,279275666.0,1065641297.0
Asia,2021-06-01,5296.0,284446839.0,1093495492.0
Asia,2021-06-02,5407.0,289209392.0,1122424854.0
Asia,2021-06-03,5434.0,294038497.0,1147357478.0
Asia,2021-06-04,5626.0,301113055.0,1176723382.0
Asia,2021-06-05,5625.0,304981816.0,1200151907.0
Asia,2021-06-06,5528.0,308796489.0,1219616664.0
Asia,2021-06-07,5399.0,314281149.0,1242462989.0
Asia,2021-06-08,5277.0,321780191.0,1266319040.0
Asia,2021-06-09,5142.0,328505685.0,1290820888.0
Asia,2021-06-10,5241.0,956708950.0,1319001468.0
Asia,2021-06-11,5128.0,962839874.0,1344676377.0
Asia,2021-06-12,5084.0,968675658.0,1366661710.0
Asia,2021-06-13,5123.0,973719059.0,1387391276.0
Asia,2021-06-14,5029.0,980119255.0,1407170606.0
Asia,2021-06-15,5196.0,987778669.0,1436487996.0
Asia,2021-06-16,5384.0,994888552.0,1467158158.0
Asia,2021-06-17,5516.0,1003268564.0,1499657922.0
Asia,2021-06-18,5730.0,1009941185.0,1532323919.0
Asia,2021-06-19,5937.0,1016398204.0,1561089325.0
Asia,2021-06-20,6110.0,1022404465.0,1587494021.0
Asia,2021-06-21,6569.0,1035043092.0,1622296405.0
Asia,2021-06-22,6670.0,1043502316.0,1654925538.0
Asia,2021-06-23,6718.0,1049312887.0,1687171839.0
Asia,2021-06-24,6835.0,1058523735.0,1723510657.0
Asia,2021-06-25,6916.0,1067504690.0,1758825667.0
Asia,2021-06-26,7055.0,1076834532.0,1792133098.0
Asia,2021-06-27,7125.0,1098890170.0,1820841879.0
Asia,2021-06-28,6953.0,1104752882.0,1850010844.0
Asia,2021-06-29,6903.0,1112907868.0,1880977333.0
Asia,2021-06-30,6729.0,1117722735.0,1907541097.0
Asia,2021-07-01,6632.0,1129103823.0,1940689906.0
Asia,2021-07-02,6306.0,1132338569.0,1965330791.0
Asia,2021-07-03,6089.0,1141458805.0,1991548343.0
Asia,2021-07-04,5773.0,1147575225.0,2009897272.0
Asia,2021-07-05,5551.0,1155170778.0,2031789880.0
